date,open_1h,high_1h,low_1h,close_1h,volume_1h,ema10_1h,ema55_1h,ema200_1h,adx_1h,atr_1h,smi_1h,rsi_1h,tr_plus,tr_minus,squeeze_momentum,squeeze_state,squeeze_state_numeric,close_4h,high_4h,low_4h,open_4h,ema10_4h,ema55_4h,ema200_4h,smi_4h,adx_4h,atr_4h,rsi_4h
2025-10-09 00:00:00,123306.01,123348.32,122839.15,122839.15,383.1891,123044.11006898136,122578.96092276045,122400.6490755624,33.40201782941712,0.0,0.0,46.663955635010396,0.0,509.1700000000128,0.0,no_squeeze,0,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 01:00:00,122839.16,122857.32,122339.41,122548.23,649.56359,122953.9500564393,122577.86338980473,122402.11754247223,33.71652983422791,0.0,0.0,40.34342001048509,0.0,517.9100000000035,0.0,no_squeeze,0,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 02:00:00,122548.23,122548.23,121475.98,121617.81,831.85568,122711.01550072305,122543.57576874028,122394.31348732326,37.803187572854206,0.0,0.0,26.898592110301863,0.0,1072.25,0.0,no_squeeze,0,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 03:00:00,121617.81,122120.28,121603.59,122038.01,454.57002,122588.65086422795,122525.51984842813,122390.76817899168,41.16199102469555,734.6892857142864,0.0,37.71516691865429,0.0,0.0,0.0,no_squeeze,0,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 04:00:00,122038.01,122264.0,121904.81,122144.7,328.47326,122507.93252527741,122511.9191395557,122388.31973939974,42.0956966150458,671.9285714285725,0.0,40.302976225612404,359.1900000000023,0.0,0.0,no_squeeze,0,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 05:00:00,122144.7,122196.99,121823.94,122100.92,394.74775,122433.93024795424,122497.24059885729,122385.46004050024,43.24551500884905,650.8457142857151,0.0,39.52542947289631,0.0,373.0500000000029,0.0,no_squeeze,0,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 06:00:00,122100.92,122185.98,121883.43,121957.32,336.40438,122347.27383923528,122477.95772032667,122381.19994059477,44.21024256873936,599.6600000000014,0.0,36.835836741035244,0.0,0.0,0.0,no_squeeze,0,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 07:00:00,121957.32,122067.61,121724.71,121906.1,391.52251,122267.06041391977,122457.53423031501,122376.47257800179,45.822249547517075,537.9878571428583,0.0,35.832335122904695,0.0,342.8999999999942,0.0,no_squeeze,0,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 08:00:00,121906.09,121960.97,121145.49,121261.62,951.24212,122084.25306593435,122414.82300780376,122365.37951752417,49.207306105278356,540.4028571428581,0.0,25.676743017333465,0.0,815.4799999999959,0.0,no_squeeze,0,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 09:00:00,121261.62,121855.44,121261.62,121813.04,495.55613,122034.94159940082,122393.33075752507,122359.88360192692,52.08209399808182,540.0242857142875,0.0,41.92598092015813,0.0,0.0,0.0,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 10:00:00,121813.04,122340.0,121650.22,122170.27,462.62367,122059.54676314612,122385.36430189917,122357.99689942019,48.32106277044881,523.3657142857161,0.0,50.083622841531636,689.7799999999988,0.0,0.0,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 11:00:00,122170.26,122833.02,122170.26,122737.57,780.01914,122182.82371530138,122397.94307683135,122361.77374619214,42.16297144117821,532.3050000000023,0.0,60.301667319681826,662.7600000000093,0.0,0.0,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 12:00:00,122737.56,123762.94,122709.1,123563.38,1483.31285,122433.83394888294,122439.56582408737,122373.73002732456,41.382434756186704,592.1564285714309,0.0,70.45874777826462,1053.8399999999965,0.0,0.0,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 13:00:00,123563.38,123658.38,122277.76,122415.74,1233.13253,122430.54413999512,122438.71490179854,122374.14803700293,37.831909698968886,656.4292857142884,0.0,49.96116568415719,0.0,1380.62000000001,0.0,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 14:00:00,122415.74,122608.0,120736.96,121315.0,2613.44219,122227.71793272329,122398.5822267343,122363.60925056509,36.63875500910336,753.7057142857157,0.0,37.793403840720664,0.0,1871.0399999999936,0.0,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 15:00:00,121315.01,121734.27,120673.99,121147.14,1236.17443,122031.24921768269,122353.88786149379,122351.50507891769,35.78675409726813,792.4464285714296,0.0,36.24036924967558,0.0,1060.2799999999988,0.0,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 16:00:00,121147.15,121481.9,119707.29,119819.77,2831.42858,121629.16208719491,122263.38365215472,122326.31368509762,37.33774059241027,842.615000000001,0.0,26.357848016625837,0.0,1774.6100000000006,0.0,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 17:00:00,119819.76,121046.15,119651.47,120974.0,1671.39797,121510.04170770492,122217.33423600634,122312.85782753446,38.78703732828276,905.3285714285719,0.0,42.17816780511181,0.0,1394.679999999993,0.0,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 18:00:00,120971.22,121100.0,120396.0,120649.32,956.31004,121353.54685175857,122161.33372757756,122296.30521233512,39.689839039420065,929.9578571428574,0.0,39.428914866884256,704.0,0.0,0.0,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 19:00:00,120649.33,121108.12,120649.32,120951.72,714.9231,121280.48742416609,122118.13323730693,122282.92625499846,40.40971948104414,936.0828571428564,0.0,43.39409466262296,458.79999999998836,0.0,0.0,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 20:00:00,120951.72,121199.97,120838.0,121109.09,743.67096,121249.32425613588,122082.09597883168,122271.24629226215,40.29421490317638,940.3271428571419,0.0,45.53502674354166,361.97000000000116,0.0,0.0,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 21:00:00,121109.08,121512.7,121065.77,121461.02,436.22306,121287.8143913839,122059.91469387342,122263.18433910531,37.77136415312352,947.7578571428561,0.0,50.37785364191917,446.929999999993,0.0,0.0,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 22:00:00,121461.03,121768.01,121411.55,121686.19,467.98367,121360.24632022317,122046.56738337793,122257.44310190028,33.820774006111655,914.970714285713,0.0,53.43451896451563,356.45999999999185,0.0,0.0,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 23:00:00,121686.19,121900.0,121341.22,121662.4,711.59334,121415.18335290987,122032.84711968586,122251.52227501571,29.522085613331996,912.4678571428552,0.0,53.03624953597477,558.7799999999988,0.0,0.0,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-10 00:00:00,121662.41,121863.74,121595.75,121745.27,292.90359,121475.19910692624,122022.57650826851,122246.48493894591,25.804858457674527,882.3399999999986,0.0,54.402245225787915,0.0,0.0,0.0,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 01:00:00,121745.26,121874.13,121489.06,121623.97,353.28358,121502.24836021238,122008.34056154464,122240.29076044894,23.39632150221607,862.5049999999984,0.0,51.85490044244065,0.0,385.070000000007,0.0,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 02:00:00,121623.96,121651.33,120900.0,121059.73,812.25118,121421.7904765374,121974.46161291804,122228.54388721066,24.779976797375312,840.8971428571416,0.0,41.44025857435213,0.0,751.3300000000017,0.0,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 03:00:00,121059.73,121575.99,120909.15,121026.01,636.2431,121349.83038989422,121940.58834102811,122216.57837589514,25.977409103662026,789.9128571428561,-427.61726608187837,40.87418196311975,0.0,0.0,0.0,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 04:00:00,121026.0,121388.58,121018.33,121234.51,480.17378,121328.86304627708,121915.37125741997,122206.80655125937,27.013882773016583,682.7135714285707,-410.2461907082614,46.124773826887015,0.0,0.0,-392.07550714285844,squeeze_off,-1,120932.05,121754.34,120855.41,121026.0,121777.63505417164,122957.6354802355,123301.85907736732,0.0,41.82816346141668,0.0,29.59171368722403
2025-10-10 05:00:00,121234.52,121604.49,120986.08,121583.89,503.29572,121375.23158331761,121903.53264108354,122200.60837661999,25.469130063245764,651.1514285714283,-249.46283788174873,54.0196179892916,618.4100000000035,0.0,-335.4046785714325,squeeze_off,-1,120932.05,121754.34,120855.41,121026.0,121777.63505417164,122957.6354802355,123301.85907736732,0.0,41.82816346141668,0.0,29.59171368722403
2025-10-10 06:00:00,121583.89,121754.34,121265.26,121378.18,687.86577,121375.76765907803,121884.77004675913,122192.42500968845,22.61003800069091,559.3278571428569,-7.304502923983591,49.128652705744315,489.08000000000175,0.0,-288.4312535714337,no_squeeze,0,120932.05,121754.34,120855.41,121026.0,121777.63505417164,122957.6354802355,123301.85907736732,0.0,41.82816346141668,0.0,29.59171368722403
2025-10-10 07:00:00,121378.19,121388.61,120855.41,120932.05,895.21452,121295.09172106383,121850.74433080344,122179.88396481593,23.17547729466614,497.79357142857145,102.03091780376258,40.05378053411162,0.0,533.1999999999971,-264.02381428571914,squeeze_on,1,120932.05,121754.34,120855.41,121026.0,121777.63505417164,122957.6354802355,123301.85907736732,0.0,41.82816346141668,0.0,29.59171368722403
2025-10-10 08:00:00,120932.05,121660.43,120916.44,121631.54,433.113,121356.26413541585,121842.91560470332,122174.42780596204,21.06112242410124,500.64999999999935,286.2645451591907,55.068690350630334,743.9899999999907,0.0,-4.406471428578698,squeeze_on,1,121554.55,121777.07,120916.44,120932.05,121737.07413523133,122907.52528451281,123284.47291739352,0.0,39.19249958533267,0.0,42.5722541057526
2025-10-10 09:00:00,121631.54,121777.07,121276.56,121314.73,473.35018,121348.71247443114,121824.05183310677,122165.87359893754,18.279565900909116,503.6292857142866,365.8804710851173,48.69474542620939,500.5100000000093,0.0,150.27271071427663,squeeze_on,1,121554.55,121777.07,120916.44,120932.05,121737.07413523133,122907.52528451281,123284.47291739352,0.0,39.19249958533267,0.0,42.5722541057526
2025-10-10 10:00:00,121314.73,121543.59,121228.83,121496.33,289.70624,121375.55202453457,121812.34748192439,122159.211473575,16.23903316892245,500.25714285714326,338.45213775178695,52.34307797140141,0.0,314.75999999999476,282.37016428570246,squeeze_on,1,121554.55,121777.07,120916.44,120932.05,121737.07413523133,122907.52528451281,123284.47291739352,0.0,39.19249958533267,0.0,42.5722541057526
2025-10-10 11:00:00,121496.34,121661.62,121424.5,121554.55,357.66752,121408.09711098282,121803.14042899851,122153.19494149962,14.83083593980607,485.27071428571486,374.28518843404777,53.56455812970631,237.11999999999534,0.0,392.23006428570466,squeeze_on,1,121554.55,121777.07,120916.44,120932.05,121737.07413523133,122907.52528451281,123284.47291739352,0.0,39.19249958533267,0.0,42.5722541057526
2025-10-10 12:00:00,121554.55,121682.42,121420.0,121597.21,288.32785,121442.4812726223,121795.78577081999,122147.66275302699,13.823271680413068,478.55357142857247,351.0865659519184,54.54946681278492,262.41999999999825,0.0,377.0423749999933,squeeze_on,1,119018.98,122550.0,118500.0,121554.55,121242.8752015529,122768.64866720879,123242.03020179756,0.0,44.01827298369261,0.0,22.808976933973042
2025-10-10 13:00:00,121597.22,122550.0,121384.6,121684.2,1452.77007,121486.43013214553,121791.80056471928,122143.05118334513,18.495644201792597,521.8835714285722,313.24166179337266,56.70985507922666,1165.3999999999942,0.0,394.4028999999932,squeeze_on,1,119018.98,122550.0,118500.0,121554.55,121242.8752015529,122768.64866720879,123242.03020179756,0.0,44.01827298369261,0.0,22.808976933973042
2025-10-10 14:00:00,121684.18,122069.76,120479.2,120493.17,1335.80488,121305.83738084634,121745.4209016936,122126.63445515264,16.471854801274834,616.3528571428573,57.22904645873567,32.38859048296817,0.0,1590.5599999999977,144.70687857141934,squeeze_on,1,119018.98,122550.0,118500.0,121554.55,121242.8752015529,122768.64866720879,123242.03020179756,0.0,44.01827298369261,0.0,22.808976933973042
2025-10-10 15:00:00,120493.16,120626.55,118500.0,119018.98,4690.68973,120890.04512978336,121648.0480123474,122095.71252027551,20.770870767036946,740.7442857142856,-337.7516747888295,20.08594426720083,0.0,2126.550000000003,-244.88580357143962,squeeze_off,-1,119018.98,122550.0,118500.0,121554.55,121242.8752015529,122768.64866720879,123242.03020179756,0.0,44.01827298369261,0.0,22.808976933973042
2025-10-10 16:00:00,119018.99,119456.28,118205.6,118205.61,2074.44286,120401.96601527728,121525.1037976207,122057.00503251157,25.006082396410694,776.4121428571422,-808.753369070831,16.17462473866702,0.0,1250.679999999993,-722.9689964285817,squeeze_off,-1,116661.5,119456.28,115952.47,119018.99,120409.89789217965,122550.53621480848,123176.55228934188,0.0,49.97482112608656,0.0,15.226014856676315
2025-10-10 17:00:00,118205.61,118427.51,117579.79,117623.8,2197.93519,119896.8449215905,121385.77151913426,122012.89353965076,29.654999120397246,789.3321428571414,-1300.5178638726488,13.934983568903462,0.0,847.7200000000012,-1196.5705035714361,squeeze_off,-1,116661.5,119456.28,115952.47,119018.99,120409.89789217965,122550.53621480848,123176.55228934188,0.0,49.97482112608656,0.0,15.226014856676315
2025-10-10 18:00:00,117623.8,117851.5,117237.0,117237.7,1448.7532,119413.36402675585,121237.6261077366,121965.37917607215,34.15997152217981,806.77857142857,-1768.3604922027337,12.599150975795027,0.0,614.5,-1645.0893714285787,squeeze_off,-1,116661.5,119456.28,115952.47,119018.99,120409.89789217965,122550.53621480848,123176.55228934188,0.0,49.97482112608656,0.0,15.226014856676315
2025-10-10 19:00:00,117237.7,117341.92,115952.47,116661.5,2733.41302,118913.02511280024,121074.1930324603,121912.60425889732,39.419303925112104,861.8528571428552,-2218.2543356075394,10.814076390423196,0.0,1389.449999999997,-2075.432496428576,squeeze_off,-1,116661.5,119456.28,115952.47,119018.99,120409.89789217965,122550.53621480848,123176.55228934188,0.0,49.97482112608656,0.0,15.226014856676315
2025-10-10 20:00:00,116661.5,117214.64,113039.0,114266.82,4454.56036,118068.26054683657,120831.07256701529,121836.52680358491,45.460051602877414,1125.1785714285693,-2978.0410038986365,6.439179880792551,0.0,4175.639999999999,-2725.807700000003,squeeze_off,-1,112774.5,117214.64,102000.0,116661.5,119021.64372996516,122201.3920642796,123073.04928148774,0.0,56.90528559062131,2758.032142857143,9.32691683425712
2025-10-10 21:00:00,114266.82,115112.69,102000.0,113451.86,22932.63034,117228.91499286628,120567.52926105045,121753.09728315125,52.01641929747103,2023.7135714285698,-3227.2889408706983,5.556476928397345,0.0,13112.690000000002,-2920.1241964285746,squeeze_off,-1,112774.5,117214.64,102000.0,116661.5,119021.64372996516,122201.3920642796,123073.04928148774,0.0,56.90528559062131,2758.032142857143,9.32691683425712
2025-10-10 22:00:00,113451.87,114109.03,110879.69,113700.0,9370.17448,116587.29408507241,120322.26035887009,121672.96696192586,57.698064487483144,2201.23857142857,-3324.1369525666078,9.895947403472391,0.0,0.0,-3052.7521357142887,squeeze_off,-1,112774.5,117214.64,102000.0,116661.5,119021.64372996516,122201.3920642796,123073.04928148774,0.0,56.90528559062131,2758.032142857143,9.32691683425712
2025-10-10 23:00:00,113700.0,114807.41,112652.76,112774.5,4977.36911,115894.05879687742,120052.69748891045,121584.42500210571,61.2785000016569,2319.3914285714272,-3489.140687134508,8.26219088034297,2154.6500000000087,0.0,-3298.417910714289,squeeze_off,-1,112774.5,117214.64,102000.0,116661.5,119021.64372996516,122201.3920642796,123073.04928148774,0.0,56.90528559062131,2758.032142857143,9.32691683425712
2025-10-11 00:00:00,112774.49,113178.66,111620.3,112514.58,3620.32878,115279.60810653606,119783.47900716364,121494.17778815443,64.54852041893986,2408.219999999999,-3622.7151640675793,7.842622777004024,0.0,1558.3600000000006,-3499.142385714287,squeeze_off,-1,112300.01,113322.39,111019.43,112774.49,117799.52850633513,121847.77127626962,122965.85486077642,0.0,62.6482474168717,2773.4457142857145,8.844278089115065
2025-10-11 01:00:00,112514.57,112530.01,111019.43,111095.37,2796.42603,114518.83754171131,119473.18939976493,121390.70706389418,67.48019855935269,2499.181428571428,-3961.060147823264,5.941672286552716,0.0,1510.5800000000017,-3843.83072857143,squeeze_off,-1,112300.01,113322.39,111019.43,112774.49,117799.52850633513,121847.77127626962,122965.85486077642,0.0,62.6482474168717,2773.4457142857145,8.844278089115065
2025-10-11 02:00:00,111095.38,113297.92,111082.0,113196.48,2926.55879,114278.40889776379,119249.02120691618,121309.1724662435,68.26010452590411,2638.7171428571423,-3661.77908869396,33.48332713325482,2215.9199999999983,0.0,-3721.919600000001,squeeze_off,-1,112300.01,113322.39,111019.43,112774.49,117799.52850633513,121847.77127626962,122965.85486077642,0.0,62.6482474168717,2773.4457142857145,8.844278089115065
2025-10-11 03:00:00,113196.48,113322.39,111800.0,112300.01,2190.21309,113918.70000726127,119000.8422352406,121219.5290586192,68.87599224817252,2664.2164285714284,-3492.9947303443814,29.26469498417282,1522.3899999999994,0.0,-3745.113707142857,squeeze_off,-1,112300.01,113322.39,111019.43,112774.49,117799.52850633513,121847.77127626962,122965.85486077642,0.0,62.6482474168717,2773.4457142857145,8.844278089115065
2025-10-11 04:00:00,112300.0,112991.16,111700.0,112945.79,1446.73937,113741.8072786683,118784.5903696963,121137.20329684191,69.45347325131873,2642.8307142857147,-3085.2647303443814,35.97006642050667,0.0,1291.1600000000035,-3505.258639285715,squeeze_off,-1,110384.61,112991.16,110090.29,112300.0,116451.36150518329,121438.37265925999,122840.6683447488,0.0,67.48476840921991,2913.3221428571437,7.12658402549539
2025-10-11 05:00:00,112945.79,112945.79,111992.85,112389.48,1256.8701,113495.9295916377,118556.19357077859,121050.16127398777,69.9539393182667,2559.001428571428,-2725.2719915529597,32.87263753961136,0.0,0.0,-3305.820689285716,squeeze_off,-1,110384.61,112991.16,110090.29,112300.0,116451.36150518329,121438.37265925999,122840.6683447488,0.0,67.48476840921991,2913.3221428571437,7.12658402549539
2025-10-11 06:00:00,112389.48,112753.91,112000.0,112045.99,1208.64004,113232.30421133993,118323.68630039365,120960.567529968,70.38766345568638,2523.5178571428573,-2353.712919103313,30.972514571252248,0.0,0.0,-3062.384160714285,squeeze_off,-1,110384.61,112991.16,110090.29,112300.0,116451.36150518329,121438.37265925999,122840.6683447488,0.0,67.48476840921991,2913.3221428571437,7.12658402549539
2025-10-11 07:00:00,112046.0,112084.61,110090.29,110384.61,3230.51321,112714.54162745994,118040.14786109386,120855.33412170962,71.69908635365229,2605.4178571428574,-2215.939636127352,23.41808967373629,0.0,1994.320000000007,-3035.7294214285703,squeeze_off,-1,110384.61,112991.16,110090.29,112300.0,116451.36150518329,121438.37265925999,122840.6683447488,0.0,67.48476840921991,2913.3221428571437,7.12658402549539
2025-10-11 08:00:00,110384.6,111535.29,110162.23,111328.38,1981.19694,112462.51224064904,117800.4418660548,120760.53855830952,72.83562704165739,2659.6007142857147,-1827.1492738791371,33.973776495551064,0.0,0.0,-2730.7767535714265,squeeze_off,-1,112280.0,112359.67,110162.23,110384.6,115692.9321406045,121111.28792142928,122735.58706768663,0.0,71.54273540683677,2936.5435714285713,23.9835057642629
2025-10-11 09:00:00,111328.38,111887.19,111274.41,111642.78,1627.2836,112313.47001507648,117580.52537083856,120669.81459255521,72.37002874302986,2604.124285714286,-1367.4853979857025,37.29593444776474,612.7799999999988,0.0,-2288.1055214285684,squeeze_off,-1,112280.0,112359.67,110162.23,110384.6,115692.9321406045,121111.28792142928,122735.58706768663,0.0,71.54273540683677,2936.5435714285713,23.9835057642629
2025-10-11 10:00:00,111642.78,112271.34,111621.77,112114.64,1350.7519,112277.31910324439,117385.31517902289,120584.68847720641,70.37099448048428,2352.262142857143,-819.6726185834941,42.32162100130215,649.5699999999924,0.0,-1748.1214535714253,squeeze_off,-1,112280.0,112359.67,110162.23,110384.6,115692.9321406045,121111.28792142928,122735.58706768663,0.0,71.54273540683677,2936.5435714285713,23.9835057642629
2025-10-11 11:00:00,112114.63,112359.67,111700.0,112280.0,969.90748,112277.80653901813,117202.98249405778,120502.0547610153,68.25236689935997,1462.760714285714,-264.244369720594,44.132236330125636,659.6699999999983,0.0,-1192.4885142857133,no_squeeze,0,112280.0,112359.67,110162.23,110384.6,115692.9321406045,121111.28792142928,122735.58706768663,0.0,71.54273540683677,2936.5435714285713,23.9835057642629
2025-10-11 12:00:00,112280.01,112466.66,112037.98,112380.14,997.55713,112296.41262283301,117030.73811927,120421.2396887664,65.89977119039429,1262.7135714285719,281.0919476933095,45.33139369456982,428.68000000000757,0.0,-639.9907000000007,no_squeeze,0,111793.2,112500.0,111793.2,112280.01,114983.88993322186,120778.49906709252,122626.70759437633,0.0,74.62642478272323,2948.508571428572,22.759323478785902
2025-10-11 13:00:00,112380.13,112500.0,111890.33,112267.86,973.48531,112291.22123686336,116860.63532929607,120340.11153265928,64.11372395337467,1152.3578571428568,747.667412280703,44.10660478980446,0.0,609.6699999999983,-136.2192607142847,squeeze_on,1,111793.2,112500.0,111793.2,112280.01,114983.88993322186,120778.49906709252,122626.70759437633,0.0,74.62642478272323,2948.508571428572,22.759323478785902
2025-10-11 14:00:00,112267.86,112342.11,111890.29,111991.97,1058.55252,112236.81192107001,116686.75442467835,120257.04544775722,62.56590725196354,1073.3192857142858,1037.0496751137125,40.96832377806784,0.0,451.820000000007,291.79671071428675,squeeze_on,1,111793.2,112500.0,111793.2,112280.01,114983.88993322186,120778.49906709252,122626.70759437633,0.0,74.62642478272323,2948.508571428572,22.759323478785902
