date,open,high,low,close,volume,ema10,ema55,ema200,adx,atr,smi,rsi,tr_plus,tr_minus,squeeze_momentum,squeeze_state,squeeze_state_numeric,close_primary,high_primary,low_primary,open_primary,ema10_primary,ema55_primary,ema200_primary,smi_primary,adx_primary,atr_primary,rsi_primary
2025-10-09 00:00:00,123306.01,123348.32,123030.02,123062.25,133.67502,123257.96245143929,122926.69999911614,122709.68954466122,24.15232550218802,394.8685714285696,0.0,43.90879410958685,0.0,318.3000000000029,0.0,squeeze_off,-1,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 00:30:00,123062.25,123112.31,122839.15,122839.15,249.51408,123181.81473299579,122923.57321343342,122710.97770839593,27.04777228466942,377.6399999999984,0.0,37.90931839122025,0.0,273.1600000000035,0.0,no_squeeze,0,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 01:00:00,122839.16,122857.32,122515.44,122525.48,310.54249,123062.48114517836,122909.35559866796,122709.1319600537,31.302904290204314,356.9264285714276,0.0,31.031043992855246,0.0,341.88000000000466,0.0,no_squeeze,0,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 01:30:00,122525.48,122562.4,122339.41,122548.23,339.0211,122968.98093696412,122896.4582558584,122707.5309455258,35.69510765120814,343.5142857142845,0.0,32.06261393308431,0.0,222.9899999999907,0.0,squeeze_off,-1,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 02:00:00,122548.23,122548.23,121954.74,121994.82,340.67727,122791.86076660699,122864.25688957774,122700.43929432654,40.69436649345634,350.4307142857132,0.0,22.582238681396575,0.0,593.4899999999907,0.0,squeeze_off,-1,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 02:30:00,121994.82,122116.37,121475.98,121617.81,491.17841,122578.39699086024,122819.74092923568,122689.66686353722,45.97652309098636,370.4628571428558,0.0,18.32343780587938,0.0,640.3899999999994,0.0,squeeze_off,-1,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 03:00:00,121617.81,122120.28,121603.59,121969.04,306.84792,122467.60481070382,122789.35875319154,122682.49644698462,50.46679077219336,377.1421428571422,0.0,32.09040091192544,516.6900000000023,0.0,0.0,squeeze_off,-1,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 03:30:00,121969.05,122073.63,121897.74,122038.01,147.7221,122389.49666330313,122762.52486914898,122676.0836465171,54.337700495906475,336.03571428571325,0.0,34.588509282183125,0.0,0.0,0.0,squeeze_off,-1,122038.01,123348.32,121475.98,123306.01,123171.85305785123,123394.61260204081,123434.53176951066,0.0,38.20033955857386,0.0,0.0
2025-10-09 04:00:00,122038.01,122264.0,121904.81,122236.27,201.07538,122361.63726997528,122743.73005239367,122671.70739132789,54.37073535519343,324.3192857142848,0.0,41.70161720624908,359.1900000000023,0.0,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 04:30:00,122236.26,122236.27,122011.04,122144.7,127.39788,122322.19412997978,122722.33612195104,122666.46353668782,54.39925187867273,329.6742857142859,0.0,39.41729089104721,0.0,0.0,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 05:00:00,122144.7,122196.99,121878.99,122010.24,194.23162,122265.47519725616,122696.90411759564,122659.9339492581,55.10931501324391,342.43142857142914,0.0,36.069677445497106,0.0,318.0,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 05:30:00,122010.25,122136.99,121823.94,122100.92,200.51613,122235.5560704823,122675.61897053865,122654.37162140479,56.000293408784565,353.7742857142865,0.0,40.03272391358676,0.0,313.0500000000029,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 06:00:00,122100.92,122144.4,121883.43,122096.4,156.54936,122210.25496675824,122654.9325787337,122648.8196649729,56.599264212100145,342.2764285714293,0.0,39.89050197290142,260.97000000000116,0.0,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 06:30:00,122096.41,122185.98,121894.0,121957.32,179.85502,122164.26679098401,122630.01784377893,122641.93907129159,56.07181475240217,346.51500000000044,0.0,35.42257796519259,291.9799999999959,0.0,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 07:00:00,121957.32,122067.61,121808.85,121876.39,183.29601,122111.92555625964,122603.10256364397,122634.32166759716,56.26865185603035,342.26214285714275,0.0,32.94504656574372,0.0,258.75999999999476,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 07:30:00,121876.39,121992.38,121724.71,121906.1,208.2265,122074.50272784878,122578.2096149424,122627.0756808549,57.036361031032165,341.8699999999995,0.0,34.87448614716341,0.0,267.66999999999825,0.0,squeeze_off,-1,121906.1,122264.0,121724.71,122038.01,122941.7161382419,123341.45143768222,123419.32349319714,0.0,57.10659898477159,0.0,0.0
2025-10-09 08:00:00,121906.09,121960.97,121179.95,121180.0,461.65912,121911.8658682399,122528.27355726589,122612.67691786133,59.93777856879796,373.2371428571423,-734.5826461988217,19.252641114406615,0.0,781.0200000000041,0.0,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 08:30:00,121180.0,121612.0,121145.49,121261.62,489.583,121793.63934674172,122483.03593022068,122599.23356544481,62.53779806429951,390.63142857142833,-708.3691390513242,23.686423523001906,0.0,466.50999999999476,-958.428939285714,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 09:00:00,121261.62,121758.0,121261.62,121699.86,277.44703,121776.58855642503,122455.06536128423,122590.28457474387,61.62341683126844,383.69500000000073,-583.3689782326102,43.057238931929255,496.38000000000466,0.0,-839.9789499999985,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 09:30:00,121699.87,121855.44,121604.85,121813.04,218.1091,121783.21609162047,122432.1358840955,122582.55079788076,58.91172898103941,355.8521428571434,-443.1590529564603,47.06150791520241,250.5899999999965,0.0,-697.4733928571405,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 10:00:00,121813.04,121900.0,121650.22,121736.35,134.31233,121774.69498405312,122407.28638823496,122574.13088944413,55.686855871301546,336.7871428571431,-348.9624431448974,44.60892641620666,249.77999999999884,0.0,-570.3275964285673,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 10:30:00,121736.35,122340.0,121736.34,122170.27,328.31134,121846.61771422527,122398.82151722658,122570.11237313127,49.826859187911296,367.3421428571434,-165.88598765431857,58.67056459116673,603.6600000000035,0.0,-367.8086999999962,no_squeeze,0,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 11:00:00,122170.26,122767.64,122170.26,122680.97,500.70272,121998.31812982066,122408.89824875421,122571.21543409515,48.042667201980095,384.355714285715,43.114416829111406,69.26600927906532,597.3800000000047,0.0,-105.83387499999799,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 11:30:00,122680.96,122833.02,122596.72,122737.57,279.31642,122132.72756076235,122420.63652558443,122572.87070340765,46.89579310813834,385.14642857142877,199.82248700454886,70.24160024424035,236.3000000000029,0.0,140.88441071428724,squeeze_off,-1,122737.57,122833.02,121145.49,121906.09,122904.59865856156,123319.88424347929,123412.53987634942,0.0,68.29742167892353,0.0,41.741885839880766
2025-10-09 12:00:00,122737.56,123136.41,122709.1,123012.31,469.57803,122292.65164062372,122441.76772109927,122577.24323372201,47.5271139820498,392.95428571428573,409.19076835607325,74.7336511698118,427.3099999999977,0.0,349.84722142857345,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 12:30:00,123012.31,123762.94,122933.22,123563.38,1013.73482,122523.69316051032,122481.82530248859,122587.05553985415,50.16533384024924,429.85928571428565,673.5998862897966,81.27525000290332,829.7200000000012,0.0,571.0884678571431,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 13:00:00,123563.38,123658.38,123183.42,123461.86,415.16979,122694.26894950843,122516.82654168543,122595.76006184565,52.45100252355971,445.144285714286,901.7187686809623,77.03564043227409,0.0,0.0,768.3299249999998,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 13:30:00,123461.85,123461.86,122277.76,122415.74,817.96274,122643.62732232508,122513.2163080538,122593.96881744919,45.85962873438225,508.86714285714385,880.3107001299572,47.546424897171434,0.0,1184.1000000000058,751.1789464285721,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 14:00:00,122415.74,122608.0,121536.18,121690.27,1236.82727,122470.28962735686,122483.82536848045,122584.97678941487,42.9925483153786,566.942857142859,696.110644899287,36.397579654645355,0.0,1071.820000000007,620.912214285716,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 14:30:00,121690.27,121822.56,120736.96,121315.0,1376.61492,122260.23696783744,122442.08160532043,122572.34020444557,43.01771639491388,625.36642857143,474.6453362573128,31.928998835938458,0.0,1085.5999999999913,440.91536428571567,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 15:00:00,121315.01,121734.27,121020.83,121045.29,536.8567,122039.3375191397,122392.19619084471,122557.14567504812,43.03952448854541,620.539285714287,214.57185185185108,28.978631491156065,0.0,0.0,210.2894999999994,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 15:30:00,121045.29,121280.0,120673.99,121147.14,699.31773,121877.11978838703,122347.72989831454,122543.11576783372,44.0107066486537,630.5035714285726,-16.01884340481061,31.727466673287125,0.0,606.0099999999948,25.469557142854967,squeeze_off,-1,121147.14,123762.94,120673.99,122737.56,122585.06072064127,123242.2862347836,123389.99858404744,0.0,56.842220859434164,0.0,21.72617013597325
2025-10-09 16:00:00,121147.15,121481.9,121056.68,121250.0,537.38435,121763.09800868029,122308.52525908903,122530.24894427319,43.29188794928105,625.4207142857152,-218.68872157245124,34.67379075370914,425.22000000000116,0.0,-122.44868214285964,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 16:30:00,121250.0,121308.98,119707.29,119819.77,2294.04423,121409.76564346568,122219.641142693,122503.27900452919,45.73943759533227,721.9278571428586,-640.3788434048063,20.488235788033776,0.0,1601.6900000000023,-486.4629964285715,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 17:00:00,119819.76,120520.85,119651.47,120259.08,1033.72809,121200.55007192647,122149.62110188254,122480.94866617567,47.95038975610685,766.1850000000019,-1003.3413531513927,30.557211052878444,0.0,869.3800000000047,-743.0606000000007,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 17:30:00,120259.08,121046.15,120246.67,120974.0,637.66988,121159.359149758,122107.63463395817,122465.95415208436,46.395232016039046,780.1721428571442,-1189.401340155941,43.897627221484534,799.4799999999959,0.0,-843.553225000001,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 18:00:00,120971.22,121100.0,120557.95,120696.9,561.97223,121075.2756679838,122057.25125417394,122448.3516232079,44.70922258217474,776.2200000000012,-1368.9380181936297,40.42455026662663,542.0500000000029,0.0,-1050.220607142859,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 18:30:00,120696.9,120717.96,120396.0,120649.32,394.33781,120997.82918289583,122006.9679950963,122430.45081103667,43.78412630467754,782.3385714285729,-1516.9279467186457,39.8006723863931,0.0,321.9600000000064,-1250.8100535714275,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 19:00:00,120649.33,121107.88,120649.32,121099.99,357.50992,121016.40387691476,121974.57592384287,122417.21239500646,40.3323784523863,784.5707142857157,-1551.2356952566588,48.48900516093399,458.5599999999977,0.0,-1316.0059785714257,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 19:30:00,121100.0,121108.12,120810.34,120951.72,357.41318,121004.64317202115,121938.04535513419,122402.6303811258,37.33941365065681,746.5750000000013,-1551.3584567901228,45.97036951283736,297.77999999999884,0.0,-1384.0827178571394,squeeze_off,-1,120951.72,121481.9,119651.47,121147.15,122288.08968052466,123160.48029782705,123365.73710559921,0.0,54.64225734181599,0.0,20.343176500465034
2025-10-09 20:00:00,120951.72,121146.0,120838.0,120870.23,348.5835,120980.20441347185,121899.90909245082,122387.38261613948,34.4577571660369,734.6492857142865,-1491.6360558804445,44.50440319972882,308.0,0.0,-1456.2052999999985,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 20:30:00,120870.23,121199.97,120870.23,121109.09,395.08746,121003.63815647695,121871.66555343472,122374.66328662566,31.50942105631974,673.6235714285722,-1346.841101364526,49.90708419050373,329.74000000000524,0.0,-1421.0058964285713,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 21:00:00,121109.08,121490.0,121065.77,121333.76,207.80718,121063.66030984478,121852.45464081207,122364.30603999256,27.959431117772866,627.3671428571428,-1106.5544330734288,54.6940029306614,424.2299999999959,0.0,-1274.7503285714297,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 21:30:00,121333.76,121512.7,121251.69,121461.02,228.41588,121135.90752623664,121838.47483221164,122355.31811919661,25.056176431398423,568.4678571428574,-764.493302469141,57.35729750396536,261.00999999999476,0.0,-1081.3584642857131,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 22:00:00,121461.03,121599.0,121411.55,121544.05,215.01828,121210.11524873906,121827.95965963264,122347.24579960262,23.247534728837806,530.8971428571427,-377.77465237167667,59.16444260742484,187.4499999999971,0.0,-836.12745,no_squeeze,0,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 22:30:00,121544.04,121768.01,121478.25,121686.19,252.96539,121296.67429442288,121822.89645750291,122340.66812995484,23.01737360007737,508.30785714285696,-15.06092430149829,62.318741771503014,289.75999999999476,0.0,-503.32482857142827,no_squeeze,0,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 23:00:00,121686.19,121686.19,121341.22,121506.9,288.99993,121334.89714998234,121811.61086973496,122332.37192965679,21.264842182758066,502.5757142857141,263.62437946717773,56.02076452604602,0.0,344.97000000000116,-184.61242142857463,no_squeeze,0,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-09 23:30:00,121506.9,121900.0,121426.07,121662.4,422.59341,121394.44312271281,121806.28191010156,122325.70554229703,21.514520487805168,422.02142857142775,518.3714489928457,60.06011430367525,473.929999999993,0.0,114.63098214285264,squeeze_off,-1,121662.4,121900.0,120838.0,120951.72,122174.32792042926,123106.97743004751,123348.78847768281,0.0,49.0722109243982,0.0,37.13503222402193
2025-10-10 00:00:00,121662.41,121863.74,121595.75,121863.74,174.5052,121479.76982767411,121808.33398474079,122321.10887023438,21.73090515180974,379.0649999999992,754.4184681611368,64.87930844930449,0.0,0.0,405.59827857142386,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 00:30:00,121863.74,121863.74,121611.59,121745.27,118.39839,121528.04258627881,121806.08169957147,122315.37913023206,21.91843612349707,339.97000000000014,942.4969379467116,59.96678536499695,0.0,0.0,625.2632071428511,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 01:00:00,121745.26,121874.13,121639.89,121811.7,179.54627,121579.61666150084,121806.2823531582,122310.36739759294,22.192327213890824,317.98357142857174,1123.2825714749765,61.836397534121005,234.24000000000524,0.0,805.3250178571345,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 01:30:00,121811.71,121811.95,121489.06,121623.97,173.73731,121587.68090486432,121799.77119768826,122303.53757274128,19.884282547987294,318.0499999999998,1099.9236159843992,53.66429472374468,0.0,322.8899999999994,934.4457142857059,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 02:00:00,121623.96,121651.33,121227.23,121349.64,325.99422,121544.40074034352,121783.6950834851,122294.04605460455,19.878532603453486,315.5885714285718,991.461328784922,43.885262601214215,0.0,424.1000000000058,1001.4246607142759,no_squeeze,0,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 02:30:00,121349.65,121367.04,120900.0,121059.73,486.25696,121456.27878755379,121757.83918764634,122281.76430281745,22.5850414758144,327.67857142857144,866.7085298895367,35.90671379749,0.0,467.0399999999936,877.8867607142749,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
2025-10-10 03:00:00,121059.73,121454.0,120909.15,121438.91,348.51956,121453.12082618037,121746.44885951612,122273.37769283917,23.58166654203942,344.596428571429,776.9722254710848,49.70587266216456,544.8500000000058,0.0,811.986342857137,squeeze_off,-1,121026.01,121874.13,120900.0,121662.41,121965.54284398757,123032.65716468867,123325.67625402428,0.0,44.85416510777702,0.0,30.493351056061996
