date,open_1h,high_1h,low_1h,close_1h,volume_1h,ema10_1h,ema55_1h,ema200_1h,adx_1h,atr_1h,smi_1h,rsi_1h,tr_plus_1h,tr_minus_1h,squeeze_momentum_1h,squeeze_state_1h,squeeze_state_numeric_1h,open_4h,high_4h,low_4h,close_4h,volume_4h,ema10_4h,ema55_4h,ema200_4h,adx_4h,atr_4h,smi_4h,rsi_4h,tr_plus_4h,tr_minus_4h,squeeze_momentum_4h,squeeze_state_4h,squeeze_state_numeric_4h
2025-10-09 03:00:00,121617.81,122120.28,121603.59,122038.01,454.57002,122579.05850431327,122444.32055007275,122276.3700301846,43.324216339376655,0.0,0.0,38.02843728646045,0.0,0.0,0.0,no_squeeze,0,123306.01,123348.32,121475.98,122038.01,2319.17839,123171.85305785123,123394.61260204081,123434.53176951066,38.20033955857386,0.0,0.0,0.0,0.0,1872.340000000011,0.0,no_squeeze,0
2025-10-09 04:00:00,122038.01,122264.0,121904.81,122144.7,328.47326,122500.08423080176,122433.61981614158,122275.05988063054,43.83622545116722,671.9285714285725,0.0,40.62372198553421,359.1900000000023,0.0,0.0,no_squeeze,0,122038.01,122264.0,121724.71,121906.1,1451.1479,122941.7161382419,123341.45143768222,123419.32349319714,57.10659898477159,0.0,0.0,0.0,0.0,0.0,0.0,no_squeeze,0
2025-10-09 05:00:00,122144.7,122196.99,121823.94,122100.92,394.74775,122427.50891611053,122421.73767985082,122273.32714549988,44.64773635603814,650.8457142857151,0.0,39.83387125745544,0.0,373.0500000000029,0.0,no_squeeze,0,122038.01,122264.0,121724.71,121906.1,1451.1479,122941.7161382419,123341.45143768222,123419.32349319714,57.10659898477159,0.0,0.0,0.0,0.0,0.0,0.0,no_squeeze,0
2025-10-09 06:00:00,122100.92,122185.98,121883.43,121957.32,336.40438,122342.02002227225,122405.15133414186,122270.18279579341,45.32477525260572,599.6600000000014,0.0,37.10358739205569,0.0,0.0,0.0,no_squeeze,0,122038.01,122264.0,121724.71,121906.1,1451.1479,122941.7161382419,123341.45143768222,123419.32349319714,57.10659898477159,0.0,0.0,0.0,0.0,0.0,0.0,no_squeeze,0
2025-10-09 07:00:00,121957.32,122067.61,121724.71,121906.1,391.52251,122262.76183640456,122387.32807220823,122266.56008140741,46.721250380927415,537.9878571428583,0.0,36.08564591255341,0.0,342.8999999999942,0.0,no_squeeze,0,122038.01,122264.0,121724.71,121906.1,1451.1479,122941.7161382419,123341.45143768222,123419.32349319714,57.10659898477159,0.0,0.0,0.0,0.0,0.0,0.0,no_squeeze,0
2025-10-09 08:00:00,121906.09,121960.97,121145.49,121261.62,951.24212,122080.73604796737,122347.12421248651,122256.56067761232,49.98011876743178,540.4028571428581,0.0,25.806554783305316,0.0,815.4799999999959,0.0,no_squeeze,0,121906.09,122833.02,121145.49,122737.57,2689.44106,122904.59865856156,123319.88424347929,123412.53987634942,68.29742167892353,0.0,0.0,41.741885839880766,0.0,1687.5299999999988,0.0,no_squeeze,0
2025-10-09 09:00:00,121261.62,121855.44,121261.62,121813.04,495.55613,122032.06403924602,122328.04977632628,122252.14753654155,52.7383962252883,540.0242857142875,0.0,42.09141871889023,0.0,0.0,0.0,no_squeeze,0,121906.09,122833.02,121145.49,122737.57,2689.44106,122904.59865856156,123319.88424347929,123412.53987634942,68.29742167892353,0.0,0.0,41.741885839880766,0.0,1687.5299999999988,0.0,no_squeeze,0
2025-10-09 10:00:00,121813.04,122340.0,121650.22,122170.27,462.62367,122057.19239574674,122322.41478431463,122251.33283468543,48.794558693825834,523.3657142857161,0.0,50.25339550597765,689.7799999999988,0.0,0.0,squeeze_off,-1,121906.09,122833.02,121145.49,122737.57,2689.44106,122904.59865856156,123319.88424347929,123412.53987634942,68.29742167892353,0.0,0.0,41.741885839880766,0.0,1687.5299999999988,0.0,no_squeeze,0
2025-10-09 11:00:00,122170.26,122833.02,122170.26,122737.57,780.01914,122180.89741470187,122337.24175630341,122256.17101543483,42.59021626316115,532.3050000000023,0.0,60.46412090689772,662.7600000000093,0.0,0.0,squeeze_off,-1,121906.09,122833.02,121145.49,122737.57,2689.44106,122904.59865856156,123319.88424347929,123412.53987634942,68.29742167892353,0.0,0.0,41.741885839880766,0.0,1687.5299999999988,0.0,no_squeeze,0
2025-10-09 12:00:00,122737.56,123762.94,122709.1,123563.38,1483.31285,122432.25788475607,122381.03240786401,122269.17807000762,41.799688363923835,592.1564285714309,0.0,70.59990148633672,1053.8399999999965,0.0,0.0,squeeze_off,-1,122737.56,123762.94,120673.99,121147.14,6566.062,122585.06072064127,123242.2862347836,123389.99858404744,56.842220859434164,0.0,0.0,21.72617013597325,3088.949999999997,0.0,0.0,no_squeeze,0
2025-10-09 13:00:00,123563.38,123658.38,122277.76,122415.74,1233.13253,122429.25463298222,122382.27196472601,122270.63639766925,38.21170290933578,656.4292857142884,0.0,50.032096432135866,0.0,1380.62000000001,0.0,squeeze_off,-1,122737.56,123762.94,120673.99,121147.14,6566.062,122585.06072064127,123242.2862347836,123389.99858404744,56.842220859434164,0.0,0.0,21.72617013597325,3088.949999999997,0.0,0.0,no_squeeze,0
2025-10-09 14:00:00,122415.74,122608.0,120736.96,121315.0,2613.44219,122226.66288153091,122344.15510884293,122261.12757779195,36.94649970951788,753.7057142857157,0.0,37.83397816472847,0.0,1871.0399999999936,0.0,squeeze_off,-1,122737.56,123762.94,120673.99,121147.14,6566.062,122585.06072064127,123242.2862347836,123389.99858404744,56.842220859434164,0.0,0.0,21.72617013597325,3088.949999999997,0.0,0.0,no_squeeze,0
2025-10-09 15:00:00,121315.01,121734.27,120673.99,121147.14,1236.17443,122030.38599397983,122301.4045692414,122250.0431242816,36.035173315501645,792.4464285714296,0.0,36.277675821747636,0.0,1060.2799999999988,0.0,squeeze_off,-1,122737.56,123762.94,120673.99,121147.14,6566.062,122585.06072064127,123242.2862347836,123389.99858404744,56.842220859434164,0.0,0.0,21.72617013597325,3088.949999999997,0.0,0.0,no_squeeze,0
2025-10-09 16:00:00,121147.15,121481.9,119707.29,119819.77,2831.42858,121628.45581325621,122212.77476319706,122225.86130214945,37.54940349195449,842.615000000001,0.0,26.377576700775407,0.0,1774.6100000000006,0.0,squeeze_off,-1,121147.15,121481.9,119651.47,120951.72,6174.05969,122288.08968052466,123160.48029782705,123365.73710559921,54.64225734181599,0.0,0.0,20.343176500465034,0.0,1830.429999999993,0.0,no_squeeze,0
2025-10-09 17:00:00,119819.76,121046.15,119651.47,120974.0,1671.39797,121509.46384720961,122168.5328073686,122213.40497078479,38.96634666427161,905.3285714285719,0.0,42.20295180687348,0.0,1394.679999999993,0.0,squeeze_off,-1,121147.15,121481.9,119651.47,120951.72,6174.05969,122288.08968052466,123160.48029782705,123365.73710559921,54.64225734181599,0.0,0.0,20.343176500465034,0.0,1830.429999999993,0.0,no_squeeze,0
2025-10-09 18:00:00,120971.22,121100.0,120396.0,120649.32,956.31004,121353.07405680786,122114.27520710544,122197.84193624962,39.839142372444826,929.9578571428574,0.0,39.45057240198083,704.0,0.0,0.0,squeeze_off,-1,121147.15,121481.9,119651.47,120951.72,6174.05969,122288.08968052466,123160.48029782705,123365.73710559921,54.64225734181599,0.0,0.0,20.343176500465034,0.0,1830.429999999993,0.0,no_squeeze,0
2025-10-09 19:00:00,120649.33,121108.12,120649.32,120951.72,714.9231,121280.10059193369,122072.75537828024,122185.44271300336,40.53242923613329,936.0828571428564,0.0,43.4163690416096,458.79999999998836,0.0,0.0,squeeze_off,-1,121147.15,121481.9,119651.47,120951.72,6174.05969,122288.08968052466,123160.48029782705,123365.73710559921,54.64225734181599,0.0,0.0,20.343176500465034,0.0,1830.429999999993,0.0,no_squeeze,0
2025-10-09 20:00:00,120951.72,121199.97,120838.0,121109.09,743.67096,121249.00775703666,122038.33875762738,122174.73273575955,40.39177854454965,940.3271428571419,0.0,45.55751561650788,361.97000000000116,0.0,0.0,squeeze_off,-1,120951.72,121900.0,120838.0,121662.4,2359.47103,122174.32792042926,123106.97743004751,123348.78847768281,49.0722109243982,0.0,0.0,37.13503222402193,1062.0,0.0,0.0,no_squeeze,0
2025-10-09 21:00:00,121109.08,121512.7,121065.77,121461.02,436.22306,121287.55543757544,122017.72023056926,122167.63111649826,37.84231863313045,947.7578571428561,0.0,50.40052100154951,446.929999999993,0.0,0.0,squeeze_off,-1,120951.72,121900.0,120838.0,121662.4,2359.47103,122174.32792042926,123106.97743004751,123348.78847768281,49.0722109243982,0.0,0.0,37.13503222402193,1062.0,0.0,0.0,no_squeeze,0
2025-10-09 22:00:00,121461.03,121768.01,121411.55,121686.19,467.98367,121360.03444892535,122005.87986519179,122162.84065762763,33.86692121429403,914.970714285713,0.0,53.45708003437368,356.45999999999185,0.0,0.0,squeeze_off,-1,120951.72,121900.0,120838.0,121662.4,2359.47103,122174.32792042926,123106.97743004751,123348.78847768281,49.0722109243982,0.0,0.0,37.13503222402193,1062.0,0.0,0.0,no_squeeze,0
2025-10-09 23:00:00,121686.19,121900.0,121341.22,121662.4,711.59334,121415.01000366619,121993.61272714923,122157.86114859652,29.547042077010037,912.4678571428552,0.0,53.05847547538101,558.7799999999988,0.0,0.0,squeeze_off,-1,120951.72,121900.0,120838.0,121662.4,2359.47103,122174.32792042926,123106.97743004751,123348.78847768281,49.0722109243982,0.0,0.0,37.13503222402193,1062.0,0.0,0.0,no_squeeze,0
2025-10-10 00:00:00,121662.41,121863.74,121595.75,121745.27,292.90359,121475.05727572687,121984.74334403676,122153.75576403338,25.81278415893428,882.3399999999986,0.0,54.42438022636333,0.0,0.0,0.0,squeeze_off,-1,121662.41,121874.13,120900.0,121026.01,2094.68145,121965.54284398757,123032.65716468867,123325.67625402428,44.85416510777702,0.0,0.0,30.493351056061996,0.0,0.0,0.0,no_squeeze,0
2025-10-10 01:00:00,121745.26,121874.13,121489.06,121623.97,353.28358,121502.1323165038,121971.85858174974,122148.48426389376,23.392373279765337,862.5049999999984,0.0,51.87501068114839,0.0,385.070000000007,0.0,squeeze_off,-1,121662.41,121874.13,120900.0,121026.01,2094.68145,121965.54284398757,123032.65716468867,123325.67625402428,44.85416510777702,0.0,0.0,30.493351056061996,0.0,0.0,0.0,no_squeeze,0
2025-10-10 02:00:00,121623.96,121651.33,120900.0,121059.73,812.25118,121421.69553168492,121939.28256097296,122137.65088813363,24.77316294830597,840.8971428571416,0.0,41.4531010485969,0.0,751.3300000000017,0.0,squeeze_off,-1,121662.41,121874.13,120900.0,121026.01,2094.68145,121965.54284398757,123032.65716468867,123325.67625402428,44.85416510777702,0.0,0.0,30.493351056061996,0.0,0.0,0.0,no_squeeze,0
2025-10-10 03:00:00,121059.73,121575.99,120909.15,121026.01,636.2431,121349.7527077422,121906.66568379536,122126.58978476912,25.967847497360285,789.9128571428561,0.0,40.88667592278884,0.0,0.0,0.0,squeeze_off,-1,121662.41,121874.13,120900.0,121026.01,2094.68145,121965.54284398757,123032.65716468867,123325.67625402428,44.85416510777702,0.0,0.0,30.493351056061996,0.0,0.0,0.0,no_squeeze,0
2025-10-10 04:00:00,121026.0,121388.58,121018.33,121234.51,480.17378,121328.7994881527,121882.66012365982,122117.71336900028,27.001742196324724,682.7135714285707,-410.2461907082614,46.13762034491409,0.0,0.0,0.0,squeeze_off,-1,121026.0,121754.34,120855.41,120932.05,2566.54979,121777.63505417164,122957.6354802355,123301.85907736732,41.82816346141668,0.0,0.0,29.59171368722403,0.0,898.929999999993,0.0,no_squeeze,0
2025-10-10 05:00:00,121234.52,121604.49,120986.08,121583.89,503.29572,121375.17958121584,121871.98976210054,122112.40169368686,25.452923088741287,651.1514285714283,-249.46283788174873,54.03245809010729,618.4100000000035,0.0,-335.4046785714325,squeeze_off,-1,121026.0,121754.34,120855.41,120932.05,2566.54979,121777.63505417164,122957.6354802355,123301.85907736732,41.82816346141668,0.0,0.0,29.59171368722403,0.0,898.929999999993,0.0,no_squeeze,0
2025-10-10 06:00:00,121583.89,121754.34,121265.26,121378.18,687.86577,121375.72511190386,121854.35369916838,122105.09600519246,22.589728472440108,559.3278571428569,-7.304502923983591,49.13927273660187,489.08000000000175,0.0,-288.4312535714337,no_squeeze,0,121026.0,121754.34,120855.41,120932.05,2566.54979,121777.63505417164,122957.6354802355,123301.85907736732,41.82816346141668,0.0,0.0,29.59171368722403,0.0,898.929999999993,0.0,no_squeeze,0
2025-10-10 07:00:00,121378.19,121388.61,120855.41,120932.05,895.21452,121295.0569097395,121821.41428134094,122093.42390563831,23.15517754253386,497.79357142857145,102.03091780376258,40.06083925089166,0.0,533.1999999999971,-264.02381428571914,squeeze_on,1,121026.0,121754.34,120855.41,120932.05,2566.54979,121777.63505417164,122957.6354802355,123301.85907736732,41.82816346141668,0.0,0.0,29.59171368722403,0.0,898.929999999993,0.0,no_squeeze,0
2025-10-10 08:00:00,120932.05,121660.43,120916.44,121631.54,433.113,121356.23565342322,121814.63305700733,122088.82804588071,21.0397143470788,500.64999999999935,286.2645451591907,55.07596404585184,743.9899999999907,0.0,-4.406471428578698,squeeze_on,1,120932.05,121777.07,120916.44,121554.55,1553.83694,121737.07413523133,122907.52528451281,123284.47291739352,39.19249958533267,0.0,0.0,42.5722541057526,860.6300000000047,0.0,0.0,no_squeeze,0
2025-10-10 09:00:00,121631.54,121777.07,121276.56,121314.73,473.35018,121348.68917098263,121796.77937639992,122081.1255777625,18.26337214711263,503.6292857142866,365.8804710851173,48.70043268725835,500.5100000000093,0.0,150.27271071427663,squeeze_on,1,120932.05,121777.07,120916.44,121554.55,1553.83694,121737.07413523133,122907.52528451281,123284.47291739352,39.19249958533267,0.0,0.0,42.5722541057526,860.6300000000047,0.0,0.0,no_squeeze,0
2025-10-10 10:00:00,121314.73,121543.59,121228.83,121496.33,289.70624,121375.5329580767,121786.0490415285,122075.30671629224,16.221556828218112,500.25714285714326,338.45213775178695,52.34875656588701,0.0,314.75999999999476,282.37016428570246,squeeze_on,1,120932.05,121777.07,120916.44,121554.55,1553.83694,121737.07413523133,122907.52528451281,123284.47291739352,39.19249958533267,0.0,0.0,42.5722541057526,860.6300000000047,0.0,0.0,no_squeeze,0
2025-10-10 11:00:00,121496.34,121661.62,121424.5,121554.55,357.66752,121408.08151115365,121777.78121861677,122070.12505742366,14.818328899683427,485.27071428571486,374.28518843404777,53.57022028154198,237.11999999999534,0.0,392.23006428570466,squeeze_on,1,120932.05,121777.07,120916.44,121554.55,1553.83694,121737.07413523133,122907.52528451281,123284.47291739352,39.19249958533267,0.0,0.0,42.5722541057526,860.6300000000047,0.0,0.0,no_squeeze,0
2025-10-10 12:00:00,121554.55,121682.42,121420.0,121597.21,288.32785,121442.4685091257,121771.33224652332,122065.41943496173,13.815177382398447,478.55357142857247,351.0865659519184,54.55511075970424,262.41999999999825,0.0,377.0423749999933,squeeze_on,1,121554.55,122550.0,118500.0,119018.98,7767.59253,121242.8752015529,122768.64866720879,123242.03020179756,44.01827298369261,0.0,0.0,22.808976933973042,0.0,4050.0,0.0,no_squeeze,0
2025-10-10 13:00:00,121597.22,122550.0,121384.6,121684.2,1452.77007,121486.41968928467,121768.22038057607,122061.62620675316,18.49162062183857,521.8835714285722,313.24166179337266,56.71544362573565,1165.3999999999942,0.0,394.4028999999932,squeeze_on,1,121554.55,122550.0,118500.0,119018.98,7767.59253,121242.8752015529,122768.64866720879,123242.03020179756,44.01827298369261,0.0,0.0,22.808976933973042,0.0,4050.0,0.0,no_squeeze,0
2025-10-10 14:00:00,121684.18,122069.76,120479.2,120493.17,1335.80488,121305.82883668745,121722.68286698406,122046.01967733273,16.467141764115546,616.3528571428573,57.22904645873567,32.39041331871563,0.0,1590.5599999999977,144.70687857141934,squeeze_on,1,121554.55,122550.0,118500.0,119018.98,7767.59253,121242.8752015529,122768.64866720879,123242.03020179756,44.01827298369261,0.0,0.0,22.808976933973042,0.0,4050.0,0.0,no_squeeze,0
2025-10-10 15:00:00,120493.16,120626.55,118500.0,119018.98,4690.68973,120890.0381391079,121626.12205030606,122015.89987954833,20.767037277778336,740.7442857142856,-337.7516747888295,20.08664530052441,0.0,2126.550000000003,-244.88580357143962,squeeze_off,-1,121554.55,122550.0,118500.0,119018.98,7767.59253,121242.8752015529,122768.64866720879,123242.03020179756,44.01827298369261,0.0,0.0,22.808976933973042,0.0,4050.0,0.0,no_squeeze,0
2025-10-10 16:00:00,119018.99,119456.28,118205.6,118205.61,2074.44286,120401.96029563373,121503.96090565227,121977.98654741353,25.002973639511616,776.4121428571422,-808.753369070831,16.17507932840904,0.0,1250.679999999993,-722.9689964285817,squeeze_off,-1,119018.99,119456.28,115952.47,116661.5,8454.54427,120409.89789217965,122550.53621480848,123176.55228934188,49.97482112608656,0.0,0.0,15.226014856676315,0.0,3503.8099999999977,0.0,no_squeeze,0
2025-10-10 17:00:00,118205.61,118427.51,117579.79,117623.8,2197.93519,119896.84024188214,121365.38373045041,121934.66130813578,29.652561902695894,789.3321428571414,-1300.5178638726488,13.935320982388959,0.0,847.7200000000012,-1196.5705035714361,squeeze_off,-1,119018.99,119456.28,115952.47,116661.5,8454.54427,120409.89789217965,122550.53621480848,123176.55228934188,49.97482112608656,0.0,0.0,15.226014856676315,0.0,3503.8099999999977,0.0,no_squeeze,0
2025-10-10 18:00:00,117623.8,117851.5,117237.0,117237.7,1448.7532,119413.36019790356,121217.9664543629,121887.9253747215,34.158076683633716,806.77857142857,-1768.3604922027337,12.599426799168882,0.0,614.5,-1645.0893714285787,squeeze_off,-1,119018.99,119456.28,115952.47,116661.5,8454.54427,120409.89789217965,122550.53621480848,123176.55228934188,49.97482112608656,0.0,0.0,15.226014856676315,0.0,3503.8099999999977,0.0,no_squeeze,0
2025-10-10 19:00:00,117237.7,117341.92,115952.47,116661.5,2733.41302,118913.02198010292,121055.23550956423,121835.92114213722,39.41794796388978,861.8528571428552,-2218.2543356075394,10.814279591509504,0.0,1389.449999999997,-2075.432496428576,squeeze_off,-1,119018.99,119456.28,115952.47,116661.5,8454.54427,120409.89789217965,122550.53621480848,123176.55228934188,49.97482112608656,0.0,0.0,15.226014856676315,0.0,3503.8099999999977,0.0,no_squeeze,0
2025-10-10 20:00:00,116661.5,117214.64,113039.0,114266.82,4454.56036,118068.25798372057,120812.79209850836,121760.60670291197,45.45920787123702,1125.1785714285693,-2978.0410038986365,6.439251925979505,0.0,4175.639999999999,-2725.807700000003,squeeze_off,-1,116661.5,117214.64,102000.0,112774.5,41734.73429,119021.64372996516,122201.3920642796,123073.04928148774,56.90528559062131,2758.032142857143,0.0,9.32691683425712,0.0,15214.64,0.0,no_squeeze,0
2025-10-10 21:00:00,114266.82,115112.69,102000.0,113451.86,22932.63034,117228.91289577135,120549.90166641878,121677.93260636559,52.01601908846521,2023.7135714285698,-3227.2889408706983,5.556530574999783,0.0,13112.690000000002,-2920.1241964285746,squeeze_off,-1,116661.5,117214.64,102000.0,112774.5,41734.73429,119021.64372996516,122201.3920642796,123073.04928148774,56.90528559062131,2758.032142857143,0.0,9.32691683425712,0.0,15214.64,0.0,no_squeeze,0
2025-10-10 22:00:00,113451.87,114109.03,110879.69,113700.0,9370.17448,116587.29236926747,120305.26232118954,121598.5501923719,57.69796549581252,2201.23857142857,-3324.1369525666078,9.896038556697263,0.0,0.0,-3052.7521357142887,squeeze_off,-1,116661.5,117214.64,102000.0,112774.5,41734.73429,119021.64372996516,122201.3920642796,123073.04928148774,56.90528559062131,2758.032142857143,0.0,9.32691683425712,0.0,15214.64,0.0,no_squeeze,0
2025-10-10 23:00:00,113700.0,114807.41,112652.76,112774.5,4977.36911,115894.05739303702,120036.30652400419,121510.74869792044,61.27854318728272,2319.3914285714272,-3489.140687134508,8.262254420322321,2154.6500000000087,0.0,-3298.417910714289,squeeze_off,-1,116661.5,117214.64,102000.0,112774.5,41734.73429,119021.64372996516,122201.3920642796,123073.04928148774,56.90528559062131,2758.032142857143,0.0,9.32691683425712,0.0,15214.64,0.0,no_squeeze,0
2025-10-11 00:00:00,112774.49,113178.66,111620.3,112514.58,3620.32878,115279.60695793937,119767.67343386119,121421.23458152323,64.54865950696308,2408.219999999999,-3622.7151640675793,7.842680027480284,0.0,1558.3600000000006,-3499.142385714287,squeeze_off,-1,112774.49,113322.39,111019.43,112300.01,11533.52669,117799.52850633513,121847.77127626962,122965.85486077642,62.6482474168717,2773.4457142857145,0.0,8.844278089115065,0.0,0.0,0.0,no_squeeze,0
2025-10-11 01:00:00,112514.57,112530.01,111019.43,111095.37,2796.42603,114518.83660195037,119457.94831122328,121318.48966031404,67.48039726233331,2499.181428571428,-3961.060147823264,5.941705146969852,0.0,1510.5800000000017,-3843.83072857143,squeeze_off,-1,112774.49,113322.39,111019.43,112300.01,11533.52669,117799.52850633513,121847.77127626962,122965.85486077642,62.6482474168717,2773.4457142857145,0.0,8.844278089115065,0.0,0.0,0.0,no_squeeze,0
2025-10-11 02:00:00,111095.38,113297.92,111082.0,113196.48,2926.55879,114278.40812886848,119234.32444296531,121237.67364379352,68.26028500124195,2638.7171428571423,-3661.77908869396,33.48345808929811,2215.9199999999983,0.0,-3721.919600000001,squeeze_off,-1,112774.49,113322.39,111019.43,112300.01,11533.52669,117799.52850633513,121847.77127626962,122965.85486077642,62.6482474168717,2773.4457142857145,0.0,8.844278089115065,0.0,0.0,0.0,no_squeeze,0
2025-10-11 03:00:00,113196.48,113322.39,111800.0,112300.01,2190.21309,113918.69937816513,118986.67035571656,121148.74166723837,68.87615064057472,2664.2164285714284,-3492.9947303443814,29.26479502012789,1522.3899999999994,0.0,-3745.113707142857,squeeze_off,-1,112774.49,113322.39,111019.43,112300.01,11533.52669,117799.52850633513,121847.77127626962,122965.85486077642,62.6482474168717,2773.4457142857145,0.0,8.844278089115065,0.0,0.0,0.0,no_squeeze,0
2025-10-11 04:00:00,112300.0,112991.16,111700.0,112945.79,1446.73937,113741.80676395327,118770.92462872669,121067.12025761412,69.453610287805,2642.8307142857147,-3085.2647303443814,35.97017772175636,0.0,1291.1600000000035,-3505.258639285715,squeeze_off,-1,112300.0,112991.16,110090.29,110384.61,7142.76272,116451.36150518329,121438.37265925999,122840.6683447488,67.48476840921991,2913.3221428571437,0.0,7.12658402549539,0.0,2900.87000000001,0.0,no_squeeze,0
2025-10-11 05:00:00,112945.79,112945.79,111992.85,112389.48,1256.8701,113495.92917050721,118543.01589198645,120980.7755784339,69.95405515915559,2559.001428571428,-2725.2719915529597,32.872730497563495,0.0,0.0,-3305.820689285716,squeeze_off,-1,112300.0,112991.16,110090.29,110384.61,7142.76272,116451.36150518329,121438.37265925999,122840.6683447488,67.48476840921991,2913.3221428571437,0.0,7.12658402549539,0.0,2900.87000000001,0.0,no_squeeze,0
