date,open_1h,high_1h,low_1h,close_1h,volume_1h,ema10_1h,ema55_1h,ema200_1h,adx_1h,atr_1h,smi_1h,rsi_1h,tr_plus,tr_minus,squeeze_momentum,squeeze_state,squeeze_state_numeric,close_4h,high_4h,low_4h,open_4h,ema10_4h,ema55_4h,ema200_4h,smi_4h,adx_4h,atr_4h,rsi_4h
2025-10-21 22:00:00,110816.33,110816.33,108271.68,109066.98,2484.48697,109066.98,109066.98,109066.98,0.0,0.0,0.0,50.0,0.0,0.0,0.0,no_squeeze,0,,,,,,,,,,,
2025-10-21 23:00:00,109066.98,109423.19,108045.81,108297.67,1531.00726,108927.10545454545,109039.50464285715,109059.32517412935,53.57142857142857,0.0,0.0,0.0,0.0,1377.3800000000047,0.0,no_squeeze,0,,,,,,,,,,,
2025-10-22 00:00:00,108297.66,108643.61,107841.2,107986.14,1537.60176,108756.02082644627,109001.88447704083,109048.64671468528,71.30730050933786,0.0,0.0,0.0,0.0,802.4100000000035,0.0,no_squeeze,0,108216.02,108678.21,107841.2,108297.66,108216.02,108216.02,108216.02,0,0.0,0.0,50.0
2025-10-22 01:00:00,107986.15,108460.02,107986.14,108364.21,1493.26761,108684.78249436512,108979.11038857509,109041.83639911628,80.08520667150108,0.0,0.0,30.84020015553972,0.0,0.0,0.0,no_squeeze,0,108216.02,108678.21,107841.2,108297.66,108216.02,108216.02,108216.02,0,0.0,0.0,50.0
2025-10-22 02:00:00,108364.22,108678.21,108198.85,108198.85,699.65823,108596.43113175328,108951.24394612598,109033.44847474697,63.34046549122825,0.0,0.0,26.68666703329899,479.3600000000006,0.0,0.0,no_squeeze,0,108216.02,108678.21,107841.2,108297.66,108216.02,108216.02,108216.02,0,0.0,0.0,50.0
2025-10-22 03:00:00,108198.85,108219.12,107860.92,108216.02,1121.03699,108527.2654714345,108924.98594805005,109025.31485808283,60.71284321597371,0.0,0.0,27.85084526882447,0.0,358.1999999999971,0.0,no_squeeze,0,108216.02,108678.21,107841.2,108297.66,108216.02,108216.02,108216.02,0,0.0,0.0,50.0
2025-10-22 04:00:00,108216.03,108635.92,108162.09,108625.6,696.45277,108545.14447662822,108914.29359276255,109021.33759581335,49.10652205339181,0.0,0.0,49.7943312530804,473.83000000000175,0.0,0.0,no_squeeze,0,108321.63,108638.99,107610.0,108216.03,108235.2218181818,108219.79178571429,108217.07084577116,0,53.57142857142857,0.0,100.0
2025-10-22 05:00:00,108625.61,108638.99,107879.93,108166.81,1434.44211,108476.35638996854,108887.5977501639,109012.83483366597,43.12040019329401,0.0,0.0,35.74367323245674,0.0,759.0600000000122,0.0,no_squeeze,0,108321.63,108638.99,107610.0,108216.03,108235.2218181818,108219.79178571429,108217.07084577116,0,53.57142857142857,0.0,100.0
2025-10-22 06:00:00,108166.82,108331.75,107945.5,107980.02,675.25677,108386.11340997425,108855.18425908661,109002.55806915188,38.5872716737878,0.0,0.0,31.56013963457707,0.0,0.0,0.0,no_squeeze,0,108321.63,108638.99,107610.0,108216.03,108235.2218181818,108219.79178571429,108217.07084577116,0,53.57142857142857,0.0,100.0
2025-10-22 07:00:00,107980.02,108321.64,107610.0,108321.63,1077.00799,108374.38915361528,108836.12874983352,108995.78266547873,38.860677289797565,0.0,0.0,45.115689843117366,0.0,711.6399999999994,0.0,no_squeeze,0,108321.63,108638.99,107610.0,108216.03,108235.2218181818,108219.79178571429,108217.07084577116,0,53.57142857142857,0.0,100.0
